Tue Jun  9 11:52:52 2020    profile.out

         524392 function calls (519748 primitive calls) in 77.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.006    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1250(setParseAction)
        1    0.001    0.001    0.006    0.006 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/__init__.py:12(<module>)
        1    0.000    0.000    0.006    0.006 /software/anaconda2/envs/netbfe/lib/python2.7/plistlib.py:51(<module>)
       27    0.000    0.000    0.006    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1039(_trim_arity)
        3    0.000    0.000    0.006    0.002 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:122(_eintr_retry_call)
      218    0.003    0.000    0.006    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:685(add)
        1    0.002    0.002    0.006    0.006 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/operators/__init__.py:1(<module>)
        1    0.001    0.001    0.006    0.006 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/markers.py:4(<module>)
       26    0.001    0.000    0.006    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/traceback.py:281(extract_stack)
        1    0.001    0.001    0.006    0.006 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/__init__.py:45(<module>)
        1    0.000    0.000    0.006    0.006 /software/anaconda2/envs/netbfe/lib/python2.7/fractions.py:4(<module>)
      471    0.003    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/copy.py:306(_reconstruct)
     4648    0.003    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/sre_parse.py:207(match)
        1    0.005    0.005    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/blas.py:202(<module>)
        1    0.002    0.002    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/__init__.py:8(<module>)
     2061    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x7f615288ada0}
       14    0.000    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2103(safe_listdir)
      106    0.000    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1409(has_metadata)
        1    0.004    0.004    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/shortest_paths/__init__.py:1(<module>)
        1    0.005    0.005    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/hashlib.py:56(<module>)
        1    0.000    0.000    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/classic.py:20(<module>)
     1381    0.003    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/posixpath.py:61(join)
       14    0.000    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/decorators.py:250(nodes_or_number)
    22967    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.005    0.002 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2256(declare_namespace)
        1    0.001    0.001    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/__init__.py:44(<module>)
        1    0.001    0.001    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/spatial/_plotutils.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/components/strongly_connected.py:13(<module>)
        1    0.000    0.000    0.005    0.005 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/directed.py:16(<module>)
       11    0.000    0.000    0.005    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:202(create)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/cluster.py:9(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/graph6.py:22(<module>)
        1    0.000    0.000    0.004    0.004 examples.py:292(sij_generator)
        1    0.004    0.004    0.004    0.004 examples.py:11(distance_net)
        1    0.001    0.001    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:21(<module>)
        1    0.002    0.002    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/isomorphism/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/components/biconnected.py:12(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/bridges.py:10(<module>)
        1    0.002    0.002    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/xml/etree/ElementTree.py:59(<module>)
        1    0.003    0.003    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/flow/maxflow.py:4(<module>)
        1    0.004    0.004    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/heapq.py:31(<module>)
        1    0.001    0.001    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/npyio.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/lowest_common_ancestors.py:12(<module>)
        9    0.000    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:225(decorate)
     2300    0.003    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/version.py:65(_compare)
       52    0.000    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/linecache.py:13(getline)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/bipartite/generators.py:14(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/centrality/subgraph_alg.py:4(<module>)
        1    0.001    0.001    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/tree/branchings.py:10(<module>)
       52    0.000    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/linecache.py:33(getlines)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/cycles.py:16(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/linecache.py:72(updatecache)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/community.py:12(<module>)
        1    0.002    0.002    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:452(communicate)
        3    0.004    0.001    0.004    0.001 {method 'read' of 'file' objects}
       94    0.004    0.000    0.004    0.000 {cvxopt.misc_solvers.triusc}
        1    0.003    0.003    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/json_graph/__init__.py:14(<module>)
      224    0.001    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/re.py:148(sub)
        2    0.000    0.000    0.004    0.002 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4763(srange)
        1    0.004    0.004    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/misc.py:20(<module>)
        1    0.004    0.004    0.004    0.004 {method 'readlines' of 'file' objects}
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/_version.py:7(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/drawing/layout.py:27(<module>)
        1    0.000    0.000    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/specifiers.py:214(LegacySpecifier)
        1    0.001    0.001    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/gml.py:41(<module>)
        1    0.001    0.001    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/node_classification/__init__.py:20(<module>)
        1    0.002    0.002    0.004    0.004 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/__init__.py:15(<module>)
      188    0.001    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/coneprog.py:549(Af)
      156    0.000    0.000    0.004    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/posixpath.py:365(abspath)
        4    0.000    0.000    0.004    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2982(_reload_version)
        2    0.000    0.000    0.004    0.002 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1608(parseString)
     1241    0.003    0.000    0.004    0.000 {method 'update' of 'dict' objects}
        1    0.003    0.003    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/special/basic.py:5(<module>)
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/degree_seq.py:16(<module>)
        4    0.000    0.000    0.003    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2770(_get_version)
        1    0.002    0.002    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/dsolve/__init__.py:52(<module>)
        4    0.000    0.000    0.003    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2548(_version_from_file)
        6    0.000    0.000    0.003    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_threadsafety.py:54(decorator)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/matrixlib/__init__.py:3(<module>)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/json/__init__.py:99(<module>)
        1    0.000    0.000    0.003    0.003 examples.py:308(opts)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/centrality/current_flow_betweenness.py:9(<module>)
      218    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/version.py:236(__str__)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/operators/product.py:15(<module>)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:334(__init__)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/components/connected.py:12(<module>)
     3060    0.003    0.000    0.003    0.000 {range}
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/centrality/betweenness.py:10(<module>)
       83    0.000    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1821(__add__)
      700    0.001    0.000    0.003    0.000 {next}
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/bipartite/projection.py:11(<module>)
        1    0.002    0.002    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:1(<module>)
        6    0.000    0.000    0.003    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_threadsafety.py:43(decorate)
     2242    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
       31    0.000    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/misc.py:945(ssqr)
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/util.py:35(<module>)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:900(_execute_child)
        1    0.003    0.003    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/lil.py:2(<module>)
        8    0.000    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/decorators.py:354(random_state)
        1    0.002    0.002    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/traversal/__init__.py:1(<module>)
      133    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3260(__init__)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
      218    0.000    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1317(safe_name)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/modularitymatrix.py:2(<module>)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/laplacianmatrix.py:2(<module>)
     1150    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/version.py:47(__lt__)
        1    0.002    0.002    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/assortativity/__init__.py:1(<module>)
      164    0.002    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/posixpath.py:336(normpath)
      471    0.003    0.000    0.003    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/urlparse.py:29(<module>)
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numerictypes.py:81(<module>)
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/zipfile.py:3(<module>)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/connectivity/edge_kcomponents.py:19(<module>)
      108    0.002    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2870(insert_on)
     1150    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/version.py:53(__eq__)
      121    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/genericpath.py:23(exists)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/components/attracting.py:10(<module>)
        1    0.002    0.002    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/io.py:34(<module>)
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/decorators.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/components/weakly_connected.py:11(<module>)
     3541    0.003    0.000    0.003    0.000 {setattr}
     2417    0.003    0.000    0.003    0.000 {hasattr}
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/arpack/__init__.py:19(<module>)
      436    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/posixpath.py:97(splitext)
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/communicability_alg.py:4(<module>)
     5412    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/tree/mst.py:12(<module>)
      650    0.002    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2637(key)
        1    0.001    0.001    0.003    0.003 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:1(<module>)
       84    0.001    0.000    0.003    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3390(__init__)
    102/2    0.001    0.000    0.003    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1370(_parseNoCache)
